Node 1	Node 2	Relation	Source	Target
1	602	DDI Type 11	Drug	Drug
1	606	DDI Type 9	Drug	Drug
1	608	DDI Type 9	Drug	Drug
1	609	DDI Type 11	Drug	Drug
1	612	DDI Type 10	Drug	Drug
1	614	DDI Type 9	Drug	Drug
1	620	DDI Type 8	Drug	Drug
1	621	DDI Type 9	Drug	Drug
1	622	DDI Type 9	Drug	Drug
1	627	DDI Type 8	Drug	Drug
1	629	DDI Type 8	Drug	Drug
1	632	DDI Type 9	Drug	Drug
1	633	DDI Type 9	Drug	Drug
1	641	DDI Type 9	Drug	Drug
1	643	DDI Type 9	Drug	Drug
1	647	DDI Type 10	Drug	Drug
1	648	DDI Type 10	Drug	Drug
1	652	DDI Type 10	Drug	Drug
1	653	DDI Type 10	Drug	Drug
1	662	DDI Type 8	Drug	Drug
1	663	DDI Type 10	Drug	Drug
1	670	DDI Type 10	Drug	Drug
1	673	DDI Type 8	Drug	Drug
1	676	DDI Type 11	Drug	Drug
1	677	DDI Type 9	Drug	Drug
1	680	DDI Type 10	Drug	Drug
1	681	DDI Type 10	Drug	Drug
1	683	DDI Type 9	Drug	Drug
1	686	DDI Type 8	Drug	Drug
1	689	DDI Type 11	Drug	Drug
1	690	DDI Type 8	Drug	Drug
1	693	DDI Type 9	Drug	Drug
1	700	DDI Type 9	Drug	Drug
1	704	DDI Type 8	Drug	Drug
1	709	DDI Type 9	Drug	Drug
1	713	DDI Type 8	Drug	Drug
1	718	DDI Type 10	Drug	Drug
1	731	DDI Type 10	Drug	Drug
1	733	DDI Type 9	Drug	Drug
1	734	DDI Type 9	Drug	Drug
1	739	DDI Type 9	Drug	Drug
1	740	DDI Type 11	Drug	Drug
1	741	DDI Type 9	Drug	Drug
1	745	DDI Type 8	Drug	Drug
1	746	DDI Type 10	Drug	Drug
1	753	DDI Type 8	Drug	Drug
1	755	DDI Type 8	Drug	Drug
1	757	DDI Type 9	Drug	Drug
1	759	DDI Type 10	Drug	Drug
1	762	DDI Type 8	Drug	Drug
1	764	DDI Type 10	Drug	Drug
1	765	DDI Type 9	Drug	Drug
1	770	DDI Type 9	Drug	Drug
1	771	DDI Type 9	Drug	Drug
1	778	DDI Type 11	Drug	Drug
1	780	DDI Type 10	Drug	Drug
1	782	DDI Type 10	Drug	Drug
1	786	DDI Type 9	Drug	Drug
1	787	DDI Type 9	Drug	Drug
1	793	DDI Type 10	Drug	Drug
1	794	DDI Type 9	Drug	Drug
1	796	DDI Type 9	Drug	Drug
1	798	DDI Type 9	Drug	Drug
1	800	DDI Type 9	Drug	Drug
1	804	DDI Type 9	Drug	Drug
1	805	DDI Type 9	Drug	Drug
1	807	DDI Type 8	Drug	Drug
1	810	DDI Type 10	Drug	Drug
1	813	DDI Type 9	Drug	Drug
1	816	DDI Type 9	Drug	Drug
1	818	DDI Type 9	Drug	Drug
1	826	DDI Type 10	Drug	Drug
1	827	DDI Type 9	Drug	Drug
1	835	DDI Type 9	Drug	Drug
1	841	DDI Type 11	Drug	Drug
1	842	DDI Type 10	Drug	Drug
1	848	DDI Type 9	Drug	Drug
1	850	DDI Type 8	Drug	Drug
1	852	DDI Type 11	Drug	Drug
1	853	DDI Type 8	Drug	Drug
1	858	DDI Type 9	Drug	Drug
1	859	DDI Type 10	Drug	Drug
1	861	DDI Type 10	Drug	Drug
1	862	DDI Type 10	Drug	Drug
1	863	DDI Type 9	Drug	Drug
1	864	DDI Type 8	Drug	Drug
1	865	DDI Type 9	Drug	Drug
1	868	DDI Type 9	Drug	Drug
1	875	DDI Type 8	Drug	Drug
1	876	DDI Type 8	Drug	Drug
1	877	DDI Type 8	Drug	Drug
1	880	DDI Type 8	Drug	Drug
1	889	DDI Type 9	Drug	Drug
1	893	DDI Type 9	Drug	Drug
1	894	DDI Type 9	Drug	Drug
1	896	DDI Type 8	Drug	Drug
1	906	DDI Type 9	Drug	Drug
1	907	DDI Type 9	Drug	Drug
1	912	DDI Type 8	Drug	Drug
1	913	DDI Type 9	Drug	Drug
1	914	DDI Type 9	Drug	Drug
1	917	DDI Type 11	Drug	Drug
1	920	DDI Type 8	Drug	Drug
1	923	DDI Type 10	Drug	Drug
1	924	DDI Type 8	Drug	Drug
1	925	DDI Type 9	Drug	Drug
1	927	DDI Type 9	Drug	Drug
1	930	DDI Type 8	Drug	Drug
1	935	DDI Type 9	Drug	Drug
1	936	DDI Type 8	Drug	Drug
1	937	DDI Type 9	Drug	Drug
1	938	DDI Type 8	Drug	Drug
1	947	DDI Type 8	Drug	Drug
1	949	DDI Type 10	Drug	Drug
1	955	DDI Type 9	Drug	Drug
1	957	DDI Type 9	Drug	Drug
1	959	DDI Type 8	Drug	Drug
1	962	DDI Type 8	Drug	Drug
1	964	DDI Type 9	Drug	Drug
1	966	DDI Type 9	Drug	Drug
1	969	DDI Type 8	Drug	Drug
1	972	DDI Type 9	Drug	Drug
1	973	DDI Type 9	Drug	Drug
1	975	DDI Type 8	Drug	Drug
1	977	DDI Type 8	Drug	Drug
1	979	DDI Type 10	Drug	Drug
1	981	DDI Type 8	Drug	Drug
1	982	DDI Type 10	Drug	Drug
1	983	DDI Type 10	Drug	Drug
1	989	DDI Type 9	Drug	Drug
1	990	DDI Type 10	Drug	Drug
1	991	DDI Type 8	Drug	Drug
1	992	DDI Type 8	Drug	Drug
1	996	DDI Type 10	Drug	Drug
1	997	DDI Type 9	Drug	Drug
1	1010	DDI Type 8	Drug	Drug
1	1012	DDI Type 9	Drug	Drug
1	1014	DDI Type 9	Drug	Drug
1	1051	DDI Type 9	Drug	Drug
1	1056	DDI Type 9	Drug	Drug
1	1065	DDI Type 10	Drug	Drug
1	1066	DDI Type 10	Drug	Drug
1	1075	DDI Type 9	Drug	Drug
1	1082	DDI Type 9	Drug	Drug
1	1086	DDI Type 9	Drug	Drug
1	1087	DDI Type 9	Drug	Drug
1	1098	DDI Type 9	Drug	Drug
1	1100	DDI Type 9	Drug	Drug
1	1103	DDI Type 9	Drug	Drug
1	1110	DDI Type 9	Drug	Drug
1	1120	DDI Type 8	Drug	Drug
1	1131	DDI Type 9	Drug	Drug
1	1141	DDI Type 8	Drug	Drug
1	1146	DDI Type 9	Drug	Drug
1	1147	DDI Type 9	Drug	Drug
1	1155	DDI Type 10	Drug	Drug
1	1162	DDI Type 11	Drug	Drug
1	1165	DDI Type 9	Drug	Drug
1	1177	DDI Type 9	Drug	Drug
1	1188	DDI Type 8	Drug	Drug
1	1198	DDI Type 8	Drug	Drug
1	1200	DDI Type 8	Drug	Drug
1	1205	DDI Type 8	Drug	Drug
1	1209	DDI Type 8	Drug	Drug
1	1210	DDI Type 9	Drug	Drug
1	1213	DDI Type 9	Drug	Drug
1	1214	DDI Type 9	Drug	Drug
1	1219	DDI Type 9	Drug	Drug
1	1220	DDI Type 9	Drug	Drug
1	1222	DDI Type 8	Drug	Drug
1	1223	DDI Type 8	Drug	Drug
1	1228	DDI Type 9	Drug	Drug
1	1231	DDI Type 10	Drug	Drug
1	1237	DDI Type 8	Drug	Drug
1	1238	DDI Type 8	Drug	Drug
1	1243	DDI Type 9	Drug	Drug
1	1245	DDI Type 9	Drug	Drug
1	1262	DDI Type 9	Drug	Drug
1	1264	DDI Type 8	Drug	Drug
1	1272	DDI Type 9	Drug	Drug
1	1274	DDI Type 9	Drug	Drug
1	1277	DDI Type 8	Drug	Drug
1	1280	DDI Type 9	Drug	Drug
1	1281	DDI Type 9	Drug	Drug
1	1286	DDI Type 9	Drug	Drug
1	1293	DDI Type 8	Drug	Drug
1	1299	DDI Type 8	Drug	Drug
1	1306	DDI Type 9	Drug	Drug
1	1307	DDI Type 8	Drug	Drug
1	1311	DDI Type 8	Drug	Drug
1	1317	DDI Type 9	Drug	Drug
1	1324	DDI Type 9	Drug	Drug
1	1325	DDI Type 8	Drug	Drug
1	1328	DDI Type 9	Drug	Drug
1	1330	DDI Type 9	Drug	Drug
1	1332	DDI Type 9	Drug	Drug
1	1335	DDI Type 8	Drug	Drug
1	1337	DDI Type 9	Drug	Drug
1	1339	DDI Type 8	Drug	Drug
1	1352	DDI Type 11	Drug	Drug
1	1359	DDI Type 9	Drug	Drug
1	1361	DDI Type 11	Drug	Drug
1	1364	DDI Type 11	Drug	Drug
1	1368	DDI Type 9	Drug	Drug
1	1377	DDI Type 9	Drug	Drug
1	1380	DDI Type 9	Drug	Drug
1	1385	DDI Type 9	Drug	Drug
1	1388	DDI Type 9	Drug	Drug
1	1390	DDI Type 10	Drug	Drug
1	1394	DDI Type 9	Drug	Drug
1	1395	DDI Type 9	Drug	Drug
1	1403	DDI Type 8	Drug	Drug
1	1412	DDI Type 9	Drug	Drug
1	1413	DDI Type 9	Drug	Drug
1	1417	DDI Type 10	Drug	Drug
1	1420	DDI Type 8	Drug	Drug
1	1424	DDI Type 9	Drug	Drug
1	1428	DDI Type 9	Drug	Drug
1	1430	DDI Type 8	Drug	Drug
1	1440	DDI Type 9	Drug	Drug
1	1441	DDI Type 9	Drug	Drug
1	1443	DDI Type 8	Drug	Drug
1	1444	DDI Type 9	Drug	Drug
1	1448	DDI Type 9	Drug	Drug
1	1449	DDI Type 9	Drug	Drug
1	1450	DDI Type 9	Drug	Drug
1	1455	DDI Type 9	Drug	Drug
1	1458	DDI Type 9	Drug	Drug
1	1459	DDI Type 9	Drug	Drug
1	1473	DDI Type 11	Drug	Drug
1	1475	DDI Type 11	Drug	Drug
1	1477	DDI Type 8	Drug	Drug
1	1480	DDI Type 9	Drug	Drug
1	1485	DDI Type 8	Drug	Drug
1	1490	DDI Type 9	Drug	Drug
1	1493	DDI Type 10	Drug	Drug
1	1497	DDI Type 8	Drug	Drug
1	1498	DDI Type 10	Drug	Drug
1	1500	DDI Type 9	Drug	Drug
1	1502	DDI Type 9	Drug	Drug
1	1506	DDI Type 9	Drug	Drug
1	1508	DDI Type 8	Drug	Drug
1	1511	DDI Type 9	Drug	Drug
1	1515	DDI Type 11	Drug	Drug
1	1519	DDI Type 9	Drug	Drug
1	1522	DDI Type 9	Drug	Drug
1	1528	DDI Type 9	Drug	Drug
1	1532	DDI Type 9	Drug	Drug
1	1534	DDI Type 9	Drug	Drug
1	1535	DDI Type 9	Drug	Drug
1	1539	DDI Type 9	Drug	Drug
1	1540	DDI Type 9	Drug	Drug
1	1541	DDI Type 9	Drug	Drug
1	1542	DDI Type 9	Drug	Drug
1	1543	DDI Type 9	Drug	Drug
1	1544	DDI Type 9	Drug	Drug
1	1545	DDI Type 9	Drug	Drug
1	1546	DDI Type 9	Drug	Drug
1	1549	DDI Type 9	Drug	Drug
1	1550	DDI Type 9	Drug	Drug
1	1553	DDI Type 9	Drug	Drug
1	1555	DDI Type 9	Drug	Drug
1	1556	DDI Type 9	Drug	Drug
1	1559	DDI Type 9	Drug	Drug
1	1560	DDI Type 9	Drug	Drug
1	1561	DDI Type 9	Drug	Drug
1	1562	DDI Type 9	Drug	Drug
1	1563	DDI Type 9	Drug	Drug
1	1568	DDI Type 9	Drug	Drug
1	1569	DDI Type 9	Drug	Drug
1	1574	DDI Type 9	Drug	Drug
1	1576	DDI Type 9	Drug	Drug
1	1577	DDI Type 9	Drug	Drug
1	1578	DDI Type 9	Drug	Drug
1	1580	DDI Type 9	Drug	Drug
1	1582	DDI Type 10	Drug	Drug
1	1586	DDI Type 9	Drug	Drug
1	1587	DDI Type 12	Drug	Drug
1	1590	DDI Type 9	Drug	Drug
1	1593	DDI Type 9	Drug	Drug
1	1600	DDI Type 9	Drug	Drug
1	1603	DDI Type 9	Drug	Drug
1	1604	DDI Type 9	Drug	Drug
1	1607	DDI Type 11	Drug	Drug
1	1609	DDI Type 11	Drug	Drug
1	1612	DDI Type 9	Drug	Drug
1	1618	DDI Type 9	Drug	Drug
1	1619	DDI Type 9	Drug	Drug
1	1622	DDI Type 9	Drug	Drug
1	1626	DDI Type 9	Drug	Drug
1	1630	DDI Type 9	Drug	Drug
1	1631	DDI Type 9	Drug	Drug
1	1633	DDI Type 9	Drug	Drug
1	1637	DDI Type 9	Drug	Drug
1	1640	DDI Type 9	Drug	Drug
