Node 1	Node 2	Relation	Source	Target
1	377	DDI Type 6	Drug	Drug
1	438	DDI Type 6	Drug	Drug
1	489	DDI Type 6	Drug	Drug
1	493	DDI Type 6	Drug	Drug
1	506	DDI Type 6	Drug	Drug
1	603	DDI Type 6	Drug	Drug
1	613	DDI Type 6	Drug	Drug
1	623	DDI Type 6	Drug	Drug
1	627	DDI Type 6	Drug	Drug
1	685	DDI Type 6	Drug	Drug
1	735	DDI Type 6	Drug	Drug
1	779	DDI Type 6	Drug	Drug
1	792	DDI Type 6	Drug	Drug
1	808	DDI Type 6	Drug	Drug
1	824	DDI Type 6	Drug	Drug
1	837	DDI Type 6	Drug	Drug
1	846	DDI Type 6	Drug	Drug
1	850	DDI Type 6	Drug	Drug
1	856	DDI Type 6	Drug	Drug
1	863	DDI Type 6	Drug	Drug
1	865	DDI Type 6	Drug	Drug
1	875	DDI Type 6	Drug	Drug
1	891	DDI Type 6	Drug	Drug
1	903	DDI Type 6	Drug	Drug
1	908	DDI Type 6	Drug	Drug
1	938	DDI Type 6	Drug	Drug
1	1062	DDI Type 6	Drug	Drug
1	1081	DDI Type 6	Drug	Drug
1	1122	DDI Type 6	Drug	Drug
1	1125	DDI Type 6	Drug	Drug
1	1127	DDI Type 6	Drug	Drug
1	1138	DDI Type 6	Drug	Drug
1	1153	DDI Type 6	Drug	Drug
1	1184	DDI Type 6	Drug	Drug
1	1203	DDI Type 6	Drug	Drug
1	1210	DDI Type 6	Drug	Drug
1	1213	DDI Type 6	Drug	Drug
1	1227	DDI Type 6	Drug	Drug
1	1236	DDI Type 6	Drug	Drug
1	1305	DDI Type 6	Drug	Drug
1	1315	DDI Type 6	Drug	Drug
1	1327	DDI Type 6	Drug	Drug
1	1377	DDI Type 6	Drug	Drug
1	1388	DDI Type 6	Drug	Drug
1	1399	DDI Type 6	Drug	Drug
2	386	DDI Type 1	Drug	Drug
2	981	DDI Type 1	Drug	Drug
2	1183	DDI Type 1	Drug	Drug
3	0	DDI Type 7	Drug	Drug
3	4	DDI Type 5	Drug	Drug
3	8	DDI Type 5	Drug	Drug
3	16	DDI Type 5	Drug	Drug
3	21	DDI Type 8	Drug	Drug
3	23	DDI Type 7	Drug	Drug
3	32	DDI Type 8	Drug	Drug
3	37	DDI Type 7	Drug	Drug
3	39	DDI Type 8	Drug	Drug
3	41	DDI Type 9	Drug	Drug
3	42	DDI Type 8	Drug	Drug
3	46	DDI Type 8	Drug	Drug
3	47	DDI Type 8	Drug	Drug
3	51	DDI Type 7	Drug	Drug
3	53	DDI Type 2	Drug	Drug
3	59	DDI Type 7	Drug	Drug
3	63	DDI Type 7	Drug	Drug
3	68	DDI Type 2	Drug	Drug
3	75	DDI Type 3	Drug	Drug
3	76	DDI Type 8	Drug	Drug
3	83	DDI Type 8	Drug	Drug
3	87	DDI Type 8	Drug	Drug
3	88	DDI Type 3	Drug	Drug
3	90	DDI Type 8	Drug	Drug
3	92	DDI Type 8	Drug	Drug
3	109	DDI Type 7	Drug	Drug
3	114	DDI Type 8	Drug	Drug
3	116	DDI Type 8	Drug	Drug
3	119	DDI Type 8	Drug	Drug
3	139	DDI Type 3	Drug	Drug
3	147	DDI Type 8	Drug	Drug
3	163	DDI Type 7	Drug	Drug
3	164	DDI Type 7	Drug	Drug
3	167	DDI Type 8	Drug	Drug
3	173	DDI Type 2	Drug	Drug
3	182	DDI Type 8	Drug	Drug
3	215	DDI Type 5	Drug	Drug
3	226	DDI Type 3	Drug	Drug
3	249	DDI Type 7	Drug	Drug
3	270	DDI Type 3	Drug	Drug
3	278	DDI Type 9	Drug	Drug
3	287	DDI Type 7	Drug	Drug
3	292	DDI Type 2	Drug	Drug
3	298	DDI Type 7	Drug	Drug
3	307	DDI Type 7	Drug	Drug
3	308	DDI Type 2	Drug	Drug
3	312	DDI Type 8	Drug	Drug
3	315	DDI Type 7	Drug	Drug
3	324	DDI Type 7	Drug	Drug
3	335	DDI Type 2	Drug	Drug
3	341	DDI Type 5	Drug	Drug
3	342	DDI Type 9	Drug	Drug
3	344	DDI Type 2	Drug	Drug
3	355	DDI Type 8	Drug	Drug
3	357	DDI Type 7	Drug	Drug
3	369	DDI Type 3	Drug	Drug
3	376	DDI Type 3	Drug	Drug
3	384	DDI Type 3	Drug	Drug
3	387	DDI Type 7	Drug	Drug
3	393	DDI Type 5	Drug	Drug
3	402	DDI Type 10	Drug	Drug
3	404	DDI Type 8	Drug	Drug
3	410	DDI Type 8	Drug	Drug
3	412	DDI Type 5	Drug	Drug
3	417	DDI Type 2	Drug	Drug
3	422	DDI Type 5	Drug	Drug
3	424	DDI Type 8	Drug	Drug
3	433	DDI Type 7	Drug	Drug
3	436	DDI Type 7	Drug	Drug
3	450	DDI Type 7	Drug	Drug
3	453	DDI Type 2	Drug	Drug
3	459	DDI Type 7	Drug	Drug
3	462	DDI Type 8	Drug	Drug
3	476	DDI Type 7	Drug	Drug
3	481	DDI Type 9	Drug	Drug
3	484	DDI Type 9	Drug	Drug
3	486	DDI Type 8	Drug	Drug
3	489	DDI Type 8	Drug	Drug
3	495	DDI Type 5	Drug	Drug
3	531	DDI Type 7	Drug	Drug
3	532	DDI Type 8	Drug	Drug
3	533	DDI Type 3	Drug	Drug
3	556	DDI Type 7	Drug	Drug
3	561	DDI Type 8	Drug	Drug
3	568	DDI Type 7	Drug	Drug
3	581	DDI Type 3	Drug	Drug
3	588	DDI Type 8	Drug	Drug
3	590	DDI Type 5	Drug	Drug
3	607	DDI Type 7	Drug	Drug
3	610	DDI Type 2	Drug	Drug
3	611	DDI Type 2	Drug	Drug
3	622	DDI Type 2	Drug	Drug
3	646	DDI Type 7	Drug	Drug
3	650	DDI Type 8	Drug	Drug
3	682	DDI Type 7	Drug	Drug
3	685	DDI Type 8	Drug	Drug
3	701	DDI Type 2	Drug	Drug
3	711	DDI Type 8	Drug	Drug
3	728	DDI Type 8	Drug	Drug
3	734	DDI Type 8	Drug	Drug
3	738	DDI Type 10	Drug	Drug
3	743	DDI Type 3	Drug	Drug
3	750	DDI Type 2	Drug	Drug
3	753	DDI Type 8	Drug	Drug
3	766	DDI Type 7	Drug	Drug
3	768	DDI Type 2	Drug	Drug
3	776	DDI Type 5	Drug	Drug
3	783	DDI Type 8	Drug	Drug
3	789	DDI Type 2	Drug	Drug
3	791	DDI Type 8	Drug	Drug
3	800	DDI Type 8	Drug	Drug
3	808	DDI Type 8	Drug	Drug
3	815	DDI Type 8	Drug	Drug
3	822	DDI Type 9	Drug	Drug
3	823	DDI Type 7	Drug	Drug
3	825	DDI Type 5	Drug	Drug
3	828	DDI Type 8	Drug	Drug
3	833	DDI Type 8	Drug	Drug
3	835	DDI Type 8	Drug	Drug
3	836	DDI Type 3	Drug	Drug
3	839	DDI Type 8	Drug	Drug
3	848	DDI Type 8	Drug	Drug
3	855	DDI Type 3	Drug	Drug
3	868	DDI Type 8	Drug	Drug
3	877	DDI Type 7	Drug	Drug
3	879	DDI Type 9	Drug	Drug
3	880	DDI Type 7	Drug	Drug
3	881	DDI Type 3	Drug	Drug
3	891	DDI Type 8	Drug	Drug
3	904	DDI Type 9	Drug	Drug
3	908	DDI Type 7	Drug	Drug
3	910	DDI Type 5	Drug	Drug
3	916	DDI Type 10	Drug	Drug
3	918	DDI Type 8	Drug	Drug
3	919	DDI Type 2	Drug	Drug
3	920	DDI Type 9	Drug	Drug
3	929	DDI Type 7	Drug	Drug
3	934	DDI Type 7	Drug	Drug
3	936	DDI Type 8	Drug	Drug
3	937	DDI Type 7	Drug	Drug
3	957	DDI Type 7	Drug	Drug
3	958	DDI Type 5	Drug	Drug
3	959	DDI Type 8	Drug	Drug
3	970	DDI Type 9	Drug	Drug
3	971	DDI Type 9	Drug	Drug
3	972	DDI Type 9	Drug	Drug
3	973	DDI Type 9	Drug	Drug
3	974	DDI Type 7	Drug	Drug
3	976	DDI Type 7	Drug	Drug
3	978	DDI Type 3	Drug	Drug
3	980	DDI Type 3	Drug	Drug
3	989	DDI Type 7	Drug	Drug
3	996	DDI Type 10	Drug	Drug
3	1017	DDI Type 8	Drug	Drug
3	1021	DDI Type 2	Drug	Drug
3	1059	DDI Type 7	Drug	Drug
3	1060	DDI Type 11	Drug	Drug
3	1062	DDI Type 7	Drug	Drug
3	1070	DDI Type 5	Drug	Drug
3	1092	DDI Type 8	Drug	Drug
3	1095	DDI Type 12	Drug	Drug
3	1097	DDI Type 7	Drug	Drug
3	1104	DDI Type 8	Drug	Drug
3	1116	DDI Type 8	Drug	Drug
3	1120	DDI Type 2	Drug	Drug
3	1129	DDI Type 7	Drug	Drug
3	1576	DDI Type 5	Drug	Drug
3	1132	DDI Type 7	Drug	Drug
3	1133	DDI Type 2	Drug	Drug
3	1150	DDI Type 7	Drug	Drug
3	1156	DDI Type 7	Drug	Drug
3	1176	DDI Type 7	Drug	Drug
3	1187	DDI Type 7	Drug	Drug
3	1199	DDI Type 7	Drug	Drug
3	1201	DDI Type 7	Drug	Drug
3	1577	DDI Type 5	Drug	Drug
3	1214	DDI Type 7	Drug	Drug
3	1220	DDI Type 5	Drug	Drug
3	1224	DDI Type 2	Drug	Drug
3	1225	DDI Type 7	Drug	Drug
3	1227	DDI Type 8	Drug	Drug
3	1239	DDI Type 2	Drug	Drug
3	1243	DDI Type 7	Drug	Drug
3	1267	DDI Type 5	Drug	Drug
3	1279	DDI Type 8	Drug	Drug
3	1305	DDI Type 7	Drug	Drug
3	1307	DDI Type 13	Drug	Drug
3	1315	DDI Type 7	Drug	Drug
3	1322	DDI Type 13	Drug	Drug
3	1325	DDI Type 5	Drug	Drug
3	1335	DDI Type 5	Drug	Drug
3	1342	DDI Type 7	Drug	Drug
3	1346	DDI Type 8	Drug	Drug
3	1349	DDI Type 8	Drug	Drug
3	1356	DDI Type 10	Drug	Drug
3	1360	DDI Type 2	Drug	Drug
3	1374	DDI Type 8	Drug	Drug
3	1378	DDI Type 8	Drug	Drug
3	1379	DDI Type 8	Drug	Drug
3	1381	DDI Type 7	Drug	Drug
3	1384	DDI Type 8	Drug	Drug
3	1388	DDI Type 7	Drug	Drug
3	1389	DDI Type 8	Drug	Drug
3	1395	DDI Type 7	Drug	Drug
3	1406	DDI Type 2	Drug	Drug
3	1412	DDI Type 5	Drug	Drug
3	1418	DDI Type 7	Drug	Drug
3	1438	DDI Type 7	Drug	Drug
3	1451	DDI Type 2	Drug	Drug
3	1452	DDI Type 2	Drug	Drug
3	1453	DDI Type 2	Drug	Drug
3	1454	DDI Type 2	Drug	Drug
3	1455	DDI Type 2	Drug	Drug
3	1456	DDI Type 2	Drug	Drug
3	1457	DDI Type 2	Drug	Drug
3	1578	DDI Type 5	Drug	Drug
3	1486	DDI Type 7	Drug	Drug
3	1487	DDI Type 7	Drug	Drug
3	1491	DDI Type 7	Drug	Drug
3	1500	DDI Type 7	Drug	Drug
3	1505	DDI Type 7	Drug	Drug
3	1511	DDI Type 9	Drug	Drug
3	1523	DDI Type 7	Drug	Drug
3	1554	DDI Type 7	Drug	Drug
3	1569	DDI Type 10	Drug	Drug
4	1	DDI Type 6	Drug	Drug
4	31	DDI Type 14	Drug	Drug
4	36	DDI Type 14	Drug	Drug
4	39	DDI Type 6	Drug	Drug
4	43	DDI Type 6	Drug	Drug
4	46	DDI Type 6	Drug	Drug
4	54	DDI Type 6	Drug	Drug
4	57	DDI Type 6	Drug	Drug
4	61	DDI Type 15	Drug	Drug
4	83	DDI Type 6	Drug	Drug
4	95	DDI Type 6	Drug	Drug
4	97	DDI Type 6	Drug	Drug
4	98	DDI Type 14	Drug	Drug
4	111	DDI Type 6	Drug	Drug
4	136	DDI Type 6	Drug	Drug
4	158	DDI Type 6	Drug	Drug
4	160	DDI Type 14	Drug	Drug
4	167	DDI Type 14	Drug	Drug
4	179	DDI Type 15	Drug	Drug
4	183	DDI Type 6	Drug	Drug
4	191	DDI Type 14	Drug	Drug
4	228	DDI Type 6	Drug	Drug
4	241	DDI Type 14	Drug	Drug
4	252	DDI Type 6	Drug	Drug
4	265	DDI Type 6	Drug	Drug
4	269	DDI Type 6	Drug	Drug
4	273	DDI Type 6	Drug	Drug
4	284	DDI Type 6	Drug	Drug
4	297	DDI Type 6	Drug	Drug
4	309	DDI Type 14	Drug	Drug
4	320	DDI Type 6	Drug	Drug
4	321	DDI Type 6	Drug	Drug
4	336	DDI Type 6	Drug	Drug
4	347	DDI Type 14	Drug	Drug
4	350	DDI Type 14	Drug	Drug
4	368	DDI Type 14	Drug	Drug
4	373	DDI Type 6	Drug	Drug
4	377	DDI Type 6	Drug	Drug
4	381	DDI Type 14	Drug	Drug
4	399	DDI Type 14	Drug	Drug
4	424	DDI Type 14	Drug	Drug
4	432	DDI Type 15	Drug	Drug
4	434	DDI Type 14	Drug	Drug
4	438	DDI Type 6	Drug	Drug
4	455	DDI Type 14	Drug	Drug
4	464	DDI Type 14	Drug	Drug
4	483	DDI Type 15	Drug	Drug
4	489	DDI Type 6	Drug	Drug
4	493	DDI Type 6	Drug	Drug
4	506	DDI Type 6	Drug	Drug
4	573	DDI Type 15	Drug	Drug
4	576	DDI Type 14	Drug	Drug
4	603	DDI Type 6	Drug	Drug
4	613	DDI Type 6	Drug	Drug
4	623	DDI Type 6	Drug	Drug
4	627	DDI Type 6	Drug	Drug
4	631	DDI Type 15	Drug	Drug
4	671	DDI Type 14	Drug	Drug
4	678	DDI Type 14	Drug	Drug
4	685	DDI Type 6	Drug	Drug
4	697	DDI Type 14	Drug	Drug
4	719	DDI Type 15	Drug	Drug
4	720	DDI Type 15	Drug	Drug
4	722	DDI Type 14	Drug	Drug
4	735	DDI Type 6	Drug	Drug
4	761	DDI Type 15	Drug	Drug
4	779	DDI Type 6	Drug	Drug
4	792	DDI Type 6	Drug	Drug
4	808	DDI Type 6	Drug	Drug
4	810	DDI Type 15	Drug	Drug
4	813	DDI Type 15	Drug	Drug
4	823	DDI Type 14	Drug	Drug
4	824	DDI Type 6	Drug	Drug
4	837	DDI Type 6	Drug	Drug
4	846	DDI Type 6	Drug	Drug
4	850	DDI Type 6	Drug	Drug
4	856	DDI Type 6	Drug	Drug
4	863	DDI Type 6	Drug	Drug
4	865	DDI Type 6	Drug	Drug
4	873	DDI Type 14	Drug	Drug
4	875	DDI Type 6	Drug	Drug
4	883	DDI Type 14	Drug	Drug
4	890	DDI Type 14	Drug	Drug
4	891	DDI Type 6	Drug	Drug
4	893	DDI Type 14	Drug	Drug
4	903	DDI Type 6	Drug	Drug
4	908	DDI Type 6	Drug	Drug
4	938	DDI Type 6	Drug	Drug
4	939	DDI Type 15	Drug	Drug
4	983	DDI Type 14	Drug	Drug
4	1062	DDI Type 6	Drug	Drug
4	1081	DDI Type 6	Drug	Drug
4	1122	DDI Type 6	Drug	Drug
4	1125	DDI Type 6	Drug	Drug
4	1126	DDI Type 14	Drug	Drug
4	1127	DDI Type 6	Drug	Drug
4	1138	DDI Type 6	Drug	Drug
4	1153	DDI Type 6	Drug	Drug
4	1184	DDI Type 6	Drug	Drug
4	1186	DDI Type 16	Drug	Drug
4	1203	DDI Type 6	Drug	Drug
4	1210	DDI Type 6	Drug	Drug
4	1213	DDI Type 6	Drug	Drug
4	1220	DDI Type 15	Drug	Drug
4	1227	DDI Type 6	Drug	Drug
4	1236	DDI Type 6	Drug	Drug
4	1267	DDI Type 15	Drug	Drug
4	1305	DDI Type 6	Drug	Drug
4	1307	DDI Type 14	Drug	Drug
4	1315	DDI Type 6	Drug	Drug
4	1327	DDI Type 6	Drug	Drug
4	1377	DDI Type 6	Drug	Drug
4	1388	DDI Type 14	Drug	Drug
4	1399	DDI Type 6	Drug	Drug
4	1403	DDI Type 14	Drug	Drug
5	249	DDI Type 1	Drug	Drug
5	997	DDI Type 5	Drug	Drug
6	183	DDI Type 2	Drug	Drug
6	789	DDI Type 2	Drug	Drug
6	1307	DDI Type 13	Drug	Drug
6	1322	DDI Type 13	Drug	Drug
7	838	DDI Type 7	Drug	Drug
8	496	DDI Type 2	Drug	Drug
8	1245	DDI Type 17	Drug	Drug
8	1579	DDI Type 5	Drug	Drug
9	3	DDI Type 8	Drug	Drug
9	21	DDI Type 8	Drug	Drug
9	25	DDI Type 1	Drug	Drug
9	32	DDI Type 8	Drug	Drug
9	37	DDI Type 8	Drug	Drug
9	39	DDI Type 8	Drug	Drug
9	42	DDI Type 8	Drug	Drug
9	47	DDI Type 8	Drug	Drug
9	59	DDI Type 8	Drug	Drug
9	62	DDI Type 1	Drug	Drug
9	63	DDI Type 8	Drug	Drug
9	65	DDI Type 8	Drug	Drug
9	75	DDI Type 3	Drug	Drug
9	77	DDI Type 1	Drug	Drug
9	80	DDI Type 8	Drug	Drug
9	83	DDI Type 8	Drug	Drug
9	88	DDI Type 3	Drug	Drug
9	89	DDI Type 1	Drug	Drug
9	90	DDI Type 8	Drug	Drug
9	92	DDI Type 8	Drug	Drug
9	97	DDI Type 8	Drug	Drug
9	102	DDI Type 8	Drug	Drug
9	114	DDI Type 8	Drug	Drug
9	116	DDI Type 8	Drug	Drug
9	118	DDI Type 1	Drug	Drug
9	119	DDI Type 8	Drug	Drug
9	139	DDI Type 3	Drug	Drug
9	147	DDI Type 8	Drug	Drug
9	151	DDI Type 1	Drug	Drug
9	167	DDI Type 8	Drug	Drug
9	209	DDI Type 1	Drug	Drug
9	246	DDI Type 1	Drug	Drug
9	329	DDI Type 1	Drug	Drug
9	338	DDI Type 5	Drug	Drug
9	341	DDI Type 3	Drug	Drug
9	355	DDI Type 8	Drug	Drug
9	360	DDI Type 1	Drug	Drug
9	363	DDI Type 1	Drug	Drug
9	367	DDI Type 1	Drug	Drug
9	384	DDI Type 3	Drug	Drug
9	387	DDI Type 8	Drug	Drug
9	388	DDI Type 1	Drug	Drug
9	401	DDI Type 1	Drug	Drug
9	412	DDI Type 5	Drug	Drug
9	419	DDI Type 1	Drug	Drug
9	422	DDI Type 5	Drug	Drug
9	424	DDI Type 8	Drug	Drug
9	425	DDI Type 1	Drug	Drug
9	433	DDI Type 7	Drug	Drug
9	446	DDI Type 1	Drug	Drug
9	462	DDI Type 8	Drug	Drug
9	491	DDI Type 1	Drug	Drug
9	512	DDI Type 1	Drug	Drug
9	533	DDI Type 3	Drug	Drug
9	568	DDI Type 7	Drug	Drug
9	572	DDI Type 1	Drug	Drug
9	579	DDI Type 1	Drug	Drug
9	590	DDI Type 1	Drug	Drug
9	602	DDI Type 1	Drug	Drug
9	617	DDI Type 1	Drug	Drug
9	670	DDI Type 1	Drug	Drug
9	685	DDI Type 8	Drug	Drug
9	717	DDI Type 1	Drug	Drug
9	728	DDI Type 8	Drug	Drug
9	743	DDI Type 3	Drug	Drug
9	745	DDI Type 1	Drug	Drug
9	766	DDI Type 8	Drug	Drug
9	808	DDI Type 8	Drug	Drug
9	818	DDI Type 1	Drug	Drug
9	833	DDI Type 8	Drug	Drug
9	848	DDI Type 8	Drug	Drug
9	855	DDI Type 3	Drug	Drug
9	881	DDI Type 3	Drug	Drug
9	891	DDI Type 8	Drug	Drug
9	901	DDI Type 1	Drug	Drug
9	908	DDI Type 8	Drug	Drug
9	910	DDI Type 1	Drug	Drug
9	929	DDI Type 7	Drug	Drug
9	933	DDI Type 1	Drug	Drug
9	936	DDI Type 8	Drug	Drug
9	937	DDI Type 8	Drug	Drug
9	957	DDI Type 8	Drug	Drug
9	958	DDI Type 3	Drug	Drug
9	992	DDI Type 1	Drug	Drug
9	993	DDI Type 1	Drug	Drug
9	1009	DDI Type 1	Drug	Drug
9	1062	DDI Type 8	Drug	Drug
9	1070	DDI Type 5	Drug	Drug
9	1087	DDI Type 1	Drug	Drug
9	1090	DDI Type 1	Drug	Drug
9	1097	DDI Type 7	Drug	Drug
9	1110	DDI Type 1	Drug	Drug
9	1125	DDI Type 8	Drug	Drug
9	1127	DDI Type 8	Drug	Drug
9	1156	DDI Type 8	Drug	Drug
9	1199	DDI Type 7	Drug	Drug
9	1217	DDI Type 8	Drug	Drug
9	1243	DDI Type 7	Drug	Drug
9	1262	DDI Type 1	Drug	Drug
9	1264	DDI Type 1	Drug	Drug
9	1298	DDI Type 7	Drug	Drug
9	1305	DDI Type 8	Drug	Drug
9	1310	DDI Type 8	Drug	Drug
9	1315	DDI Type 5	Drug	Drug
9	1325	DDI Type 5	Drug	Drug
9	1328	DDI Type 1	Drug	Drug
9	1329	DDI Type 1	Drug	Drug
9	1335	DDI Type 5	Drug	Drug
9	1342	DDI Type 7	Drug	Drug
9	1351	DDI Type 1	Drug	Drug
9	1352	DDI Type 1	Drug	Drug
9	1381	DDI Type 7	Drug	Drug
9	1384	DDI Type 8	Drug	Drug
9	1388	DDI Type 7	Drug	Drug
9	1389	DDI Type 8	Drug	Drug
9	1395	DDI Type 7	Drug	Drug
9	1396	DDI Type 8	Drug	Drug
9	1407	DDI Type 1	Drug	Drug
9	1409	DDI Type 1	Drug	Drug
9	1418	DDI Type 7	Drug	Drug
9	1578	DDI Type 3	Drug	Drug
9	1491	DDI Type 7	Drug	Drug
9	1541	DDI Type 1	Drug	Drug
9	1550	DDI Type 8	Drug	Drug
9	1561	DDI Type 1	Drug	Drug
10	1580	DDI Type 18	Drug	Drug
11	13	DDI Type 2	Drug	Drug
11	193	DDI Type 5	Drug	Drug
11	205	DDI Type 19	Drug	Drug
11	301	DDI Type 19	Drug	Drug
11	764	DDI Type 2	Drug	Drug
11	772	DDI Type 19	Drug	Drug
11	776	DDI Type 5	Drug	Drug
11	784	DDI Type 19	Drug	Drug
11	999	DDI Type 19	Drug	Drug
11	1091	DDI Type 2	Drug	Drug
12	21	DDI Type 20	Drug	Drug
12	27	DDI Type 2	Drug	Drug
12	34	DDI Type 20	Drug	Drug
12	35	DDI Type 20	Drug	Drug
12	54	DDI Type 20	Drug	Drug
12	55	DDI Type 20	Drug	Drug
12	116	DDI Type 20	Drug	Drug
12	142	DDI Type 20	Drug	Drug
12	147	DDI Type 20	Drug	Drug
12	148	DDI Type 20	Drug	Drug
12	158	DDI Type 20	Drug	Drug
12	168	DDI Type 20	Drug	Drug
12	189	DDI Type 20	Drug	Drug
12	255	DDI Type 20	Drug	Drug
12	259	DDI Type 20	Drug	Drug
12	269	DDI Type 20	Drug	Drug
12	272	DDI Type 20	Drug	Drug
12	285	DDI Type 20	Drug	Drug
12	292	DDI Type 20	Drug	Drug
12	303	DDI Type 20	Drug	Drug
12	322	DDI Type 20	Drug	Drug
12	325	DDI Type 20	Drug	Drug
12	370	DDI Type 20	Drug	Drug
12	383	DDI Type 20	Drug	Drug
12	416	DDI Type 20	Drug	Drug
12	420	DDI Type 20	Drug	Drug
12	429	DDI Type 20	Drug	Drug
12	471	DDI Type 20	Drug	Drug
12	479	DDI Type 20	Drug	Drug
12	485	DDI Type 20	Drug	Drug
12	502	DDI Type 20	Drug	Drug
12	524	DDI Type 20	Drug	Drug
12	543	DDI Type 2	Drug	Drug
12	551	DDI Type 20	Drug	Drug
12	586	DDI Type 20	Drug	Drug
12	613	DDI Type 20	Drug	Drug
12	623	DDI Type 20	Drug	Drug
12	626	DDI Type 20	Drug	Drug
12	636	DDI Type 20	Drug	Drug
12	648	DDI Type 20	Drug	Drug
12	664	DDI Type 20	Drug	Drug
12	665	DDI Type 20	Drug	Drug
12	703	DDI Type 20	Drug	Drug
12	737	DDI Type 20	Drug	Drug
12	796	DDI Type 20	Drug	Drug
12	804	DDI Type 20	Drug	Drug
12	829	DDI Type 20	Drug	Drug
12	833	DDI Type 20	Drug	Drug
12	834	DDI Type 20	Drug	Drug
12	838	DDI Type 20	Drug	Drug
12	849	DDI Type 2	Drug	Drug
12	852	DDI Type 20	Drug	Drug
12	856	DDI Type 20	Drug	Drug
12	909	DDI Type 20	Drug	Drug
12	911	DDI Type 20	Drug	Drug
12	917	DDI Type 20	Drug	Drug
12	922	DDI Type 20	Drug	Drug
12	981	DDI Type 20	Drug	Drug
12	988	DDI Type 20	Drug	Drug
12	1082	DDI Type 2	Drug	Drug
12	1131	DDI Type 20	Drug	Drug
12	1177	DDI Type 20	Drug	Drug
12	1219	DDI Type 20	Drug	Drug
12	1221	DDI Type 20	Drug	Drug
12	1230	DDI Type 20	Drug	Drug
12	1337	DDI Type 20	Drug	Drug
12	1391	DDI Type 20	Drug	Drug
12	1458	DDI Type 20	Drug	Drug
12	1460	DDI Type 20	Drug	Drug
12	1461	DDI Type 20	Drug	Drug
13	3	DDI Type 8	Drug	Drug
13	21	DDI Type 8	Drug	Drug
13	32	DDI Type 8	Drug	Drug
13	37	DDI Type 8	Drug	Drug
13	39	DDI Type 8	Drug	Drug
13	42	DDI Type 8	Drug	Drug
13	47	DDI Type 8	Drug	Drug
13	59	DDI Type 8	Drug	Drug
13	63	DDI Type 8	Drug	Drug
13	65	DDI Type 8	Drug	Drug
13	75	DDI Type 3	Drug	Drug
13	80	DDI Type 8	Drug	Drug
13	83	DDI Type 8	Drug	Drug
13	88	DDI Type 3	Drug	Drug
13	90	DDI Type 8	Drug	Drug
13	92	DDI Type 8	Drug	Drug
13	97	DDI Type 8	Drug	Drug
13	102	DDI Type 8	Drug	Drug
13	114	DDI Type 8	Drug	Drug
13	116	DDI Type 8	Drug	Drug
13	119	DDI Type 8	Drug	Drug
13	139	DDI Type 3	Drug	Drug
