ID	Node	Type
77	FJXOGVLKCZQRDN-PHCHRAKRSA-N	Drug
78	UZVHFVZFNXBMQJ-UHFFFAOYSA-N	Drug
79	PTOAARAWEBMLNO-KVQBGUIXSA-N	Drug
80	XKLMZUWKNUAPSZ-UHFFFAOYSA-N	Drug
81	KBOPZPXVLCULAV-UHFFFAOYSA-N	Drug
82	GIJXKZJWITVLHI-PMOLBWCYSA-N	Drug
83	MVWVFYHBGMAFLY-UHFFFAOYSA-N	Drug
84	KPJZHOPZRAFDTN-NQUBZZJWSA-N	Drug
85	KORNTPPJEAJQIU-KJXAQDMKSA-N	Drug
86	MQJKPEGWNLWLTK-UHFFFAOYSA-N	Drug
87	BLSQLHNBWJLIBQ-ZEQKJWHPSA-N	Drug
88	CXOFVDLJLONNDW-UHFFFAOYSA-N	Drug
89	GZENKSODFLBBHQ-ILSZZQPISA-N	Drug
90	JBIWCJUYHHGXTC-AKNGSSGZSA-N	Drug
91	RGLYKWWBQGJZGM-ISLYRVAYSA-N	Drug
92	VNFPBHJOKIVQEB-UHFFFAOYSA-N	Drug
93	VSGNNIFQASZAOI-UHFFFAOYSA-L	Drug
94	FDDDEECHVMSUSB-UHFFFAOYSA-N	Drug
95	OTBXOEAOVRKTNQ-UHFFFAOYSA-N	Drug
96	DLGOEMSEDOSKAD-UHFFFAOYSA-N	Drug
97	NHUHCSRWZMLRLA-UHFFFAOYSA-N	Drug
98	IUBSYMUCCVWXPE-UHFFFAOYSA-N	Drug
99	DOBMPNYZJYQDGZ-UHFFFAOYSA-N	Drug
100	HJJDBAOLQAWBMH-YCRCPZNHSA-N	Drug
101	UHSKFQJFRQCDBE-UHFFFAOYSA-N	Drug
102	HMJIYCCIJYRONP-UHFFFAOYSA-N	Drug
103	YVPYQUNUQOZFHG-UHFFFAOYSA-N	Drug
104	KJADKKWYZYXHBB-XBWDGYHZSA-N	Drug
105	SNBUBQHDYVFSQF-HIFRSBDPSA-N	Drug
106	VTRAEEWXHOVJFV-UHFFFAOYSA-N	Drug
107	XCPGHVQEEXUHNC-UHFFFAOYSA-N	Drug
108	ZFXYFBGIUFBOJW-UHFFFAOYSA-N	Drug
109	KXNPVXPOPUZYGB-IOVMHBDKSA-N	Drug
110	AUYYCJSJGJYCDS-LBPRGKRZSA-N	Drug
111	UVTNFZQICZKOEM-UHFFFAOYSA-N	Drug
112	NNJVILVZKWQKPM-UHFFFAOYSA-N	Drug
113	WRUUGTRCQOWXEG-UHFFFAOYSA-N	Drug
114	YNNUSGIPVFPVBX-NHCUHLMSSA-N	Drug
115	CEMXHAPUFJOOSV-XGWNLRGSSA-N	Drug
116	PNVNVHUZROJLTJ-UHFFFAOYSA-N	Drug
117	MKPLKVHSHYCHOC-AHTXBMBWSA-N	Drug
118	ILKJAFIWWBXGDU-MOGDOJJUSA-N	Drug
119	VHGCDTVCOLNTBX-QGZVFWFLSA-N	Drug
120	OYVAGSVQBOHSSS-WXFSZRTFSA-O	Drug
121	JCKYGMPEJWAADB-UHFFFAOYSA-N	Drug
122	NPUKDXXFDDZOKR-LLVKDONJSA-N	Drug
123	IVTVGDXNLFLDRM-HNNXBMFYSA-N	Drug
124	GCKFUYQCUCGESZ-BPIQYHPVSA-N	Drug
125	BQJCRHHNABKAKU-KBQPJGBKSA-N	Drug
126	ZKMNUMMKYBVTFN-HNNXBMFYSA-N	Drug
127	LEBVLXFERQHONN-UHFFFAOYSA-N	Drug
128	RFWZESUMWJKKRN-UHFFFAOYSA-N	Drug
129	JFVZFKDSXNQEJW-CQSZACIVSA-N	Drug
130	UIOFUWFRIANQPC-JKIFEVAISA-N	Drug
131	GYDJEQRTZSCIOI-LJGSYFOKSA-N	Drug
132	JUZNIMUFDBIJCM-ANEDZVCMSA-N	Drug
133	RPLCPCMSCLEKRS-BPIQYHPVSA-N	Drug
134	NWIBSHFKIJFRCO-WUDYKRTCSA-N	Drug
135	NAVMQTYZDKMPEU-UHFFFAOYSA-N	Drug
136	ALOBUEHUHMBRLE-UHFFFAOYSA-N	Drug
137	HHJUWIANJFBDHT-ZVTSDNJWSA-N	Drug
138	JIVPVXMEBJLZRO-UHFFFAOYSA-N	Drug
139	WEXRUCMBJFQVBZ-UHFFFAOYSA-N	Drug
140	NIJJYAXOARWZEE-UHFFFAOYSA-N	Drug
141	VCOPTHOUUNAYKQ-WBTCAYNUSA-N	Drug
142	ULSDMUVEXKOYBU-ZDUSSCGKSA-N	Drug
143	RZVAJINKPMORJF-UHFFFAOYSA-N	Drug
144	XGALLCVXEZPNRQ-UHFFFAOYSA-N	Drug
145	OROGSEYTTFOCAN-DNJOTXNNSA-N	Drug
146	IVBHGBMCVLDMKU-GXNBUGAJSA-N	Drug
147	LUZRJRNZXALNLM-JGRZULCMSA-N	Drug
148	KRMDCWKBEZIMAB-UHFFFAOYSA-N	Drug
149	ODKNJVUHOIMIIZ-RRKCRQDMSA-N	Drug
150	MIQPIUSUKVNLNT-UHFFFAOYSA-N	Drug
151	FAOZLTXFLGPHNG-KNAQIMQKSA-N	Drug
152	ASPOIVQEUUCDQT-UHFFFAOYSA-N	Drug
153	FATUQANACHZLRT-KMRXSBRUSA-L	Drug
154	WVLOADHCBXTIJK-YNHQPCIGSA-N	Drug
155	CGIGDMFJXJATDK-UHFFFAOYSA-N	Drug
156	XZWYZXLIPXDOLR-UHFFFAOYSA-N	Drug
157	OEXHQOGQTVQTAT-BHIXFJMTSA-N	Drug
158	USSIQXCVUWKGNF-UHFFFAOYSA-N	Drug
159	KVWDHTXUZHCGIO-UHFFFAOYSA-N	Drug
160	METKIMKYRPQLGS-UHFFFAOYSA-N	Drug
161	IAIWVQXQOWNYOU-FPYGCLRLSA-N	Drug
162	KASDHRXLYQOAKZ-XDSKOBMDSA-N	Drug
163	SUBDBMMJDZJVOS-UHFFFAOYSA-N	Drug
164	IPEHBUMCGVEMRF-UHFFFAOYSA-N	Drug
165	MJFJKKXQDNNUJF-UHFFFAOYSA-N	Drug
166	ZKLPARSLTMPFCP-UHFFFAOYSA-N	Drug
167	HSUGRBWQSSZJOP-RTWAWAEBSA-N	Drug
168	BWPIARFWQZKAIA-UHFFFAOYSA-N	Drug
169	HSMNQINEKMPTIC-UHFFFAOYSA-N	Drug
170	WNMJYKCGWZFFKR-UHFFFAOYSA-N	Drug
171	IRYJRGCIQBGHIV-UHFFFAOYSA-N	Drug
172	CXOXHMZGEKVPMT-UHFFFAOYSA-N	Drug
173	ZFMITUMMTDLWHR-UHFFFAOYSA-N	Drug
174	RQZAXGRLVPAYTJ-GQFGMJRRSA-N	Drug
175	WYWHKKSPHMUBEB-UHFFFAOYSA-N	Drug
176	UNBRKDKAWYKMIV-QWQRMKEZSA-N	Drug
177	TZFWDZFKRBELIQ-UHFFFAOYSA-N	Drug
178	XEEQGYMUWCZPDN-UHFFFAOYSA-N	Drug
179	SEEPANYCNGTZFQ-UHFFFAOYSA-N	Drug
180	FNKQXYHWGSIFBK-RPDRRWSUSA-N	Drug
181	GBABOYUKABKIAF-IELIFDKJSA-N	Drug
182	JHVAMHSQVVQIOT-MFAJLEFUSA-N	Drug
183	QZUDBNBUXVUHMW-UHFFFAOYSA-N	Drug
184	IPLJAZDIICJQEL-JTJNLBSYSA-A	Drug
185	HCFDWZZGGLSKEP-UHFFFAOYSA-N	Drug
186	WWYNJERNGUHSAO-XUDSTZEESA-N	Drug
187	SFLSHLFXELFNJZ-QMMMGPOBSA-N	Drug
188	VWFCHDSQECPREK-LURJTMIESA-N	Drug
189	RONZAEMNMFQXRA-UHFFFAOYSA-N	Drug
190	NPPQSCRMBWNHMW-UHFFFAOYSA-N	Drug
191	BLJRIMJGRPQVNF-JTQLQIEISA-N	Drug
192	PAJMKGZZBBTTOY-ZFORQUDYSA-N	Drug
193	GMRWGQCZJGVHKL-UHFFFAOYSA-N	Drug
194	HWHLPVGTWGOCJO-UHFFFAOYSA-N	Drug
195	CPZBLNMUGSZIPR-NVXWUHKLSA-N	Drug
196	JGMOKGBVKVMRFX-HQZYFCCVSA-N	Drug
197	VLPIATFUUWWMKC-UHFFFAOYSA-N	Drug
198	BMKDZUISNHGIBY-ZETCQYMHSA-N	Drug
199	HTIQEAQVCYTUBX-UHFFFAOYSA-N	Drug
200	FNYLWPVRPXGIIP-UHFFFAOYSA-N	Drug
201	ZOCKGBMQLCSHFP-KQRAQHLDSA-N	Drug
202	WYDUSKDSKCASEF-UHFFFAOYSA-N	Drug
203	SONNWYBIRXJNDC-VIFPVBQESA-N	Drug
204	CFOYWRHIYXMDOT-UHFFFAOYSA-N	Drug
205	LTMHDMANZUZIPE-PUGKRICDSA-N	Drug
206	BGRJTUBHPOOWDU-UHFFFAOYSA-N	Drug
207	CDOZDBSBBXSXLB-UHFFFAOYSA-N	Drug
208	UIAGMCDKSXEBJQ-UHFFFAOYSA-N	Drug
209	KUVIULQEHSCUHY-XYWKZLDCSA-N	Drug
210	OFZCIYFFPZCNJE-UHFFFAOYSA-N	Drug
211	RJKFOVLPORLFTN-LEKSSAKUSA-N	Drug
212	DLNKOYKMWOXYQA-UHFFFAOYSA-N	Drug
213	MLDQJTXFUGDVEO-UHFFFAOYSA-N	Drug
214	XRASPMIURGNCCH-UHFFFAOYSA-N	Drug
215	DDUHZTYCFQRHIY-RBHXEPJQSA-N	Drug
216	VKQFCGNPDRICFG-UHFFFAOYSA-N	Drug
217	GBBSUAFBMRNDJC-INIZCTEOSA-N	Drug
218	VREFGVBLTWBCJP-UHFFFAOYSA-N	Drug
219	ZDIGNSYAACHWNL-HNNXBMFYSA-N	Drug
220	XJGVXQDUIWGIRW-UHFFFAOYSA-N	Drug
221	GUJRSXAPGDDABA-NSHDSACASA-N	Drug
222	YASAKCUCGLMORW-UHFFFAOYSA-N	Drug
223	FASDKYOPVNHBLU-ZETCQYMHSA-N	Drug
224	AVKUERGKIZMTKX-NJBDSQKTSA-N	Drug
225	BPLBGHOLXOTWMN-MBNYWOFBSA-N	Drug
226	KQPKPCNLIDLUMF-UHFFFAOYSA-N	Drug
227	UQRORFVVSGFNRO-UTINFBMNSA-N	Drug
228	ZGUGWUXLJSTTMA-UHFFFAOYSA-N	Drug
229	LXMSZDCAJNLERA-ZHYRCANASA-N	Drug
230	DUGOZIWVEXMGBE-UHFFFAOYSA-N	Drug
231	GNXFOGHNGIVQEH-UHFFFAOYSA-N	Drug
232	RKUNBYITZUJHSG-FXUDXRNXSA-N	Drug
233	ZAFYATHCZYHLPB-UHFFFAOYSA-N	Drug
234	GGXKWVWZWMLJEH-UHFFFAOYSA-N	Drug
235	CBEQULMOCCWAQT-WOJGMQOQSA-N	Drug
236	ZSJLQEPLLKMAKR-GKHCUFPYSA-N	Drug
237	UMMADZJLZAPZAW-XOWPVRJPSA-N	Drug
238	WIKYUJGCLQQFNW-UHFFFAOYSA-N	Drug
239	JJCFRYNCJDLXIK-UHFFFAOYSA-N	Drug
240	MWUXSHHQAYIFBG-UHFFFAOYSA-N	Drug
241	HDWIHXWEUNVBIY-UHFFFAOYSA-N	Drug
242	OFCNXPDARWKPPY-UHFFFAOYSA-N	Drug
243	ORFOPKXBNMVMKC-DWVKKRMSSA-N	Drug
244	IEDVJHCEMCRBQM-UHFFFAOYSA-N	Drug
245	SDUQYLNIPVEERB-QPPQHZFASA-N	Drug
246	UREBDLICKHMUKA-DVTGEIKXSA-N	Drug
247	NRUKOCRGYNPUPR-QBPJDGROSA-N	Drug
248	AOJJSUZBOXZQNB-VTZDEGQISA-N	Drug
249	WIIZWVCIJKGZOK-RKDXNWHRSA-N	Drug
250	MJIHNNLFOKEZEW-UHFFFAOYSA-N	Drug
251	OCUJLLGVOUDECM-UHFFFAOYSA-N	Drug
252	RMEDXOLNCUSCGS-UHFFFAOYSA-N	Drug
253	XUIIKFGFIJCVMT-LBPRGKRZSA-N	Drug
254	PGBHMTALBVVCIT-VCIWKGPPSA-N	Drug
255	XADCESSVHJOZHK-UHFFFAOYSA-N	Drug
256	JCCNYMKQOSZNPW-UHFFFAOYSA-N	Drug
257	XIURVHNZVLADCM-IUODEOHRSA-N	Drug
258	IENZQIKPVFGBNW-UHFFFAOYSA-N	Drug
259	BCGWQEUPMDMJNV-UHFFFAOYSA-N	Drug
260	IHUNBGSDBOWDMA-AQFIFDHZSA-N	Drug
261	BLXXJMDCKKHMKV-UHFFFAOYSA-N	Drug
262	CXYRUNPLKGGUJF-RAFJPFSSSA-M	Drug
263	OZWKMVRBQXNZKK-UHFFFAOYSA-N	Drug
264	IDYZIJYBMGIQMJ-UHFFFAOYSA-N	Drug
265	LOUPRKONTZGTKE-WZBLMQSHSA-N	Drug
266	LZNWYQJJBLGYLT-UHFFFAOYSA-N	Drug
267	CYQFCXCEBYINGO-IAGOWNOFSA-N	Drug
268	UCHDWCPVSPXUMX-TZIWLTJVSA-N	Drug
269	RTHCYVBBDHJXIQ-UHFFFAOYSA-N	Drug
270	NZXKDOXHBHYTKP-UHFFFAOYSA-N	Drug
271	ANTSCNMPPGJYLG-UHFFFAOYSA-N	Drug
272	ZEUITGRIYCTCEM-KRWDZBQOSA-N	Drug
273	ZPEIMTDSQAKGNT-UHFFFAOYSA-N	Drug
274	LKCWBDHBTVXHDL-RMDFUYIESA-N	Drug
275	GOTYRUGSSMKFNF-UHFFFAOYSA-N	Drug
276	GZUITABIAKMVPG-UHFFFAOYSA-N	Drug
277	RZEKVGVHFLEQIL-UHFFFAOYSA-N	Drug
278	REEUVFCVXKWOFE-UHFFFAOYSA-K	Drug
279	XYLJNLCSTIOKRM-UHFFFAOYSA-N	Drug
280	YFAGHNZHGGCZAX-JKIFEVAISA-N	Drug
281	GECBBEABIDMGGL-RTBURBONSA-N	Drug
282	FHFYDNQZQSQIAI-UHFFFAOYSA-N	Drug
283	UUVWYPNAQBNQJQ-UHFFFAOYSA-N	Drug
284	ZBMZVLHSJCTVON-UHFFFAOYSA-N	Drug
285	QWCRAEMEVRGPNT-UHFFFAOYSA-N	Drug
286	IBAQFPQHRJAVAV-ULAWRXDQSA-N	Drug
287	BIDNLKIUORFRQP-FLODCBCLSA-N	Drug
288	GPRBEKHLDVQUJE-QSWIMTSFSA-N	Drug
289	JRURYQJSLYLRLN-BJMVGYQFSA-N	Drug
290	HBOMLICNUCNMMY-XLPZGREQSA-N	Drug
291	HXGBXQDTNZMWGS-RUZDIDTESA-N	Drug
292	BRUQQQPBMZOVGD-XFKAJCMBSA-N	Drug
293	NFBAXHOPROOJAW-UHFFFAOYSA-N	Drug
294	MKXKFYHWDHIYRV-UHFFFAOYSA-N	Drug
295	UPSPUYADGBWSHF-UHFFFAOYSA-N	Drug
296	AQIXAKUUQRKLND-UHFFFAOYSA-N	Drug
297	LNEPOXFFQSENCJ-UHFFFAOYSA-N	Drug
298	NCDNCNXCDXHOMX-XGKFQTDJSA-N	Drug
299	OZYUPQUCAUTOBP-QXAKKESOSA-N	Drug
300	XSCGXQMFQXDFCW-UHFFFAOYSA-N	Drug
301	HPMZBILYSWLILX-UMDUKNJSSA-N	Drug
302	MYPYJXKWCTUITO-LYRMYLQWSA-N	Drug
303	MKXZASYAUGDDCJ-NJAFHUGGSA-N	Drug
304	LXZZYRPGZAFOLE-UHFFFAOYSA-L	Drug
305	QSFKGMJOKUZAJM-UHFFFAOYSA-M	Drug
306	HXHWSAZORRCQMX-UHFFFAOYSA-N	Drug
307	VXFJYXUZANRPDJ-WTNASJBWSA-N	Drug
308	JYIKNQVWKBUSNH-WVDDFWQHSA-N	Drug
309	LWAFSWPYPHEXKX-UHFFFAOYSA-N	Drug
310	SHGAZHPCJJPHSC-ZVCIMWCZSA-N	Drug
311	AQCHWTWZEMGIFD-UHFFFAOYSA-N	Drug
312	FUSNMLFNXJSCDI-UHFFFAOYSA-N	Drug
313	ZROHGHOFXNOHSO-BNTLRKBRSA-L	Drug
314	PUFQVTATUTYEAL-UHFFFAOYSA-N	Drug
315	ZDXUKAKRHYTAKV-UHFFFAOYSA-N	Drug
316	ZJAOAACCNHFJAH-UHFFFAOYSA-N	Drug
317	AAKJLRGGTJKAMG-UHFFFAOYSA-N	Drug
318	CMSMOCZEIVJLDB-UHFFFAOYSA-N	Drug
319	RTXOFQZKPXMALH-GHXIOONMSA-N	Drug
320	MYSWGUAQZAJSOK-UHFFFAOYSA-N	Drug
321	XFCLJVABOIYOMF-QPLCGJKRSA-N	Drug
322	PHVGLTMQBUFIQQ-UHFFFAOYSA-N	Drug
323	OGWKCGZFUXNPDA-CFWMRBGOSA-N	Drug
324	XPCFTKFZXHTYIP-PMACEKPBSA-N	Drug
325	QWGDMFLQWFTERH-UHFFFAOYSA-N	Drug
326	GHASVSINZRGABV-UHFFFAOYSA-N	Drug
327	RVOLLAQWKVFTGE-UHFFFAOYSA-N	Drug
328	GJSLOMWRLALDCT-UHFFFAOYSA-N	Drug
329	VWVSBHGCDBMOOT-IIEHVVJPSA-N	Drug
330	YEEZWCHGZNKEEK-UHFFFAOYSA-N	Drug
331	KNAHARQHSZJURB-UHFFFAOYSA-N	Drug
332	FPVKHBSQESCIEP-JQCXWYLXSA-N	Drug
333	QXKHYNVANLEOEG-UHFFFAOYSA-N	Drug
334	QYSPLQLAKJAUJT-UHFFFAOYSA-N	Drug
335	PYZRQGJRPPTADH-UHFFFAOYSA-N	Drug
336	QYSGYZVSCZSLHT-UHFFFAOYSA-N	Drug
337	ZQDWXGKKHFNSQK-UHFFFAOYSA-N	Drug
338	GJPICJJJRGTNOD-UHFFFAOYSA-N	Drug
339	NDTSRXAMMQDVSW-UHFFFAOYSA-N	Drug
340	FBOZXECLQNJBKD-ZDUSSCGKSA-N	Drug
341	FFGPTBGBLSHEPO-UHFFFAOYSA-N	Drug
342	YXSLJKQTIDHPOT-LJCJQEJUSA-N	Drug
343	ZAIPMKNFIOOWCQ-UEKVPHQBSA-N	Drug
344	DERZBLKQOCDDDZ-JLHYYAGUSA-N	Drug
345	KANJSNBRCNMZMV-ABRZTLGGSA-N	Drug
346	JXLYSJRDGCGARV-CFWMRBGOSA-N	Drug
347	AQHHHDLHHXJYJD-UHFFFAOYSA-N	Drug
348	RKUNBYITZUJHSG-SPUOUPEWSA-N	Drug
349	RDJGLLICXDHJDY-UHFFFAOYSA-N	Drug
350	GJSURZIOUXUGAL-UHFFFAOYSA-N	Drug
351	VACCAVUAMIDAGB-UHFFFAOYSA-N	Drug
352	HDOVUKNUBWVHOX-QMMMGPOBSA-N	Drug
353	FPPNZSSZRUTDAP-UWFZAAFLSA-N	Drug
354	JCQLYHFGKNRPGE-FCVZTGTOSA-N	Drug
355	BCEHBSKCWLPMDN-MGPLVRAMSA-N	Drug
356	PHIQHXFUZVPYII-ZCFIWIBFSA-N	Drug
357	GBXSMTUPTTWBMN-XIRDDKMYSA-N	Drug
358	SGXXNSQHWDMGGP-UHFFFAOYSA-N	Drug
359	DCOPUUMXTXDBNB-UHFFFAOYSA-N	Drug
360	WMWTYOKRWGGJOA-CENSZEJFSA-N	Drug
361	BKRGVLQUQGGVSM-KBXCAEBGSA-N	Drug
362	RUZYUOTYCVRMRZ-UHFFFAOYSA-N	Drug
363	FEBLZLNTKCEFIT-VSXGLTOVSA-N	Drug
364	GLUUGHFHXGJENI-UHFFFAOYSA-N	Drug
365	HAPOVYFOVVWLRS-UHFFFAOYSA-N	Drug
366	XSDQTOBWRPYKKA-UHFFFAOYSA-N	Drug
367	LEHFPXVYPMWYQD-XHIJKXOTSA-N	Drug
368	SGUAFYQXFOLMHL-UHFFFAOYSA-N	Drug
369	IUJDSEJGGMCXSG-UHFFFAOYSA-N	Drug
370	TYZROVQLWOKYKF-ZDUSSCGKSA-N	Drug
371	SPBDXSGPUHCETR-JFUDTMANSA-N	Drug
372	PSGAAPLEWMOORI-PEINSRQWSA-N	Drug
373	DCSUBABJRXZOMT-IRLDBZIGSA-N	Drug
374	MLKXDPUZXIRXEP-MFOYZWKCSA-N	Drug
375	BOCUKUHCLICSIY-UHFFFAOYSA-N	Drug
376	GPXLMGHLHQJAGZ-JTDSTZFVSA-N	Drug
377	WHTVZRBIWZFKQO-UHFFFAOYSA-N	Drug
378	AEOCXXJPGCBFJA-UHFFFAOYSA-N	Drug
379	WXFIGDLSSYIKKV-RCOVLWMOSA-N	Drug
380	IFKLAQQSCNILHL-QHAWAJNXSA-N	Drug
381	VHYCDWMUTMEGQY-UHFFFAOYSA-N	Drug
382	OVCDSSHSILBFBN-UHFFFAOYSA-N	Drug
383	PLHJDBGFXBMTGZ-WEVVVXLNSA-N	Drug
384	ATEBXHFBFRCZMA-VXTBVIBXSA-N	Drug
385	VQASKUSHBVDKGU-UHFFFAOYSA-N	Drug
386	FMTDIUIBLCQGJB-SEYHBJAFSA-N	Drug
387	KTUFNOKKBVMGRW-UHFFFAOYSA-N	Drug
388	GFNANZIMVAIWHM-OBYCQNJPSA-N	Drug
389	QSLJIVKCVHQPLV-PEMPUTJUSA-N	Drug
390	ZBBHBTPTTSWHBA-UHFFFAOYSA-N	Drug
391	PLDUPXSUYLZYBN-UHFFFAOYSA-N	Drug
392	MUMGGOZAMZWBJJ-DYKIIFRCSA-N	Drug
393	XPOQHMRABVBWPR-ZDUSSCGKSA-N	Drug
394	PVNIIMVLHYAWGP-UHFFFAOYSA-N	Drug
395	XDDJGVMJFWAHJX-UHFFFAOYSA-N	Drug
396	WDZVGELJXXEGPV-YIXHJXPBSA-N	Drug
397	OGSPWJRAVKPPFI-UHFFFAOYSA-N	Drug
398	WDDPHFBMKLOVOX-AYQXTPAHSA-N	Drug
399	CUHVIMMYOGQXCV-NSHDSACASA-N	Drug
400	SKIVFJLNDNKQPD-UHFFFAOYSA-N	Drug
401	XOFYZVNMUHMLCC-ZPOLXVRWSA-N	Drug
402	KNHUKKLJHYUCFP-UHFFFAOYSA-N	Drug
403	GXDALQBWZGODGZ-UHFFFAOYSA-N	Drug
404	SWLMUYACZKCSHZ-UHFFFAOYSA-N	Drug
405	OIRDTQYFTABQOQ-KQYNXXCUSA-N	Drug
406	RYMZZMVNJRMUDD-HGQWONQESA-N	Drug
407	WBXPDJSOTKVWSJ-ZDUSSCGKSA-N	Drug
408	OPXLLQIJSORQAM-UHFFFAOYSA-N	Drug
409	BZEWSEKUUPWQDQ-UHFFFAOYSA-N	Drug
410	VQOXZBDYSJBXMA-NQTDYLQESA-N	Drug
411	XLMALTXPSGQGBX-GCJKJVERSA-N	Drug
412	JWBOIMRXGHLCPP-UHFFFAOYSA-N	Drug
413	XNKLLVCARDGLGL-JGVFFNPUSA-N	Drug
414	VVIAGPKUTFNRDU-ABLWVSNPSA-N	Drug
415	KSCFJBIXMNOVSH-UHFFFAOYSA-N	Drug
